study,scenario_key,regime,method,theta,validation_tpr,validation_tnr,target_tpr,target_tnr,target_size_m,validation_total_N,n_pass,n_fail,rho_target,rho_actual,sensitivity_decline,specificity_decline,replications,coverage_count,coverage,coverage_wilson_low,coverage_wilson_high,coverage_mcse,bias,bias_mcse,bias_mc95_low,bias_mc95_high,rmse,empirical_sd,mean_width,mean_width_mcse,rms_raw_bootstrap_sd,rms_analytic_se,rms_reported_se,se_calibration_ratio,se_calibration_ratio_low,se_calibration_ratio_high,weak_j_fraction,discarded_fraction,analytic_bias,empirical_minus_analytic_bias
A,"A|low success, N=800|rho_target=1.50|m=715|N=800","low success, N=800",delta_method,0.2,0.875,0.875,0.875,0.875,715,800,400,400,1.5,1.4996767937944409,nan,nan,5000,4779,0.9558,0.9497443776640049,0.9611557852428811,0.002906763148245829,-0.000727208854212763,0.00040203192412803913,-0.0015151769461390595,6.0759237713533284e-05,0.028434407733239225,0.028427949980441205,0.11295458791900619,8.611877755336858e-05,nan,0.028857311541371417,0.028857311541371417,1.0151035006472722,0.9956206478563406,1.0332244108560753,0.0,0.0,nan,nan
A,"A|low success, N=800|rho_target=2.00|m=536|N=800","low success, N=800",textbook_validation_only,0.2,0.875,0.875,0.875,0.875,536,800,400,400,2.0,2.0005016932145994,nan,nan,5000,3653,0.7306,0.7181293422817882,0.7427165935811516,0.0062741316530656255,7.306846409649292e-05,0.0004472114394492527,-0.0008034498506983575,0.0009495867788913433,0.031619546151079314,0.03162262414587637,0.07136486346543128,0.00010225820870453974,0.018370106970463734,nan,0.018370106970463734,0.5809165895190017,0.5705274252285671,0.5921171397660064,0.0,0.0,nan,nan
A,"A|low success, N=800|rho_target=2.00|m=536|N=800","low success, N=800",full_fixed_stratum_bootstrap,0.2,0.875,0.875,0.875,0.875,536,800,400,400,2.0,2.0005016932145994,nan,nan,5000,4736,0.9472,0.9406508558971115,0.9530625114832295,0.003162662169755093,7.306846409649292e-05,0.0004472114394492527,-0.0008034498506983575,0.0009495867788913433,0.031619546151079314,0.03162262414587637,0.12343026510039072,0.00010373108096349977,0.03164692311769264,nan,0.03164692311769264,1.0007684046619338,0.9796370118886097,1.0207801264883816,0.0,0.0,nan,nan
A,"A|low success, N=800|rho_target=2.00|m=536|N=800","low success, N=800",delta_method,0.2,0.875,0.875,0.875,0.875,536,800,400,400,2.0,2.0005016932145994,nan,nan,5000,4753,0.9506,0.9442398676450816,0.956268279362033,0.003064625262572897,7.306846409649292e-05,0.0004472114394492527,-0.0008034498506983575,0.0009495867788913433,0.031619546151079314,0.03162262414587637,0.12353789545235151,8.805572085891359e-05,nan,0.03155578666005378,0.03155578666005378,0.997886402927402,0.9785762337661558,1.0150847996790662,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.05|m=9143|N=200","balanced success, N=200",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,9143,200,100,100,0.05,0.04999921876220683,nan,nan,5000,4676,0.9352,0.9280369064172753,0.9416948858097471,0.003481406612276135,0.0004209360008613494,0.00045148999593460856,-0.00046396813055061875,0.0013058401322733177,0.031924746295711674,0.03192516377632485,0.12674563419877036,0.0002747151242066353,0.03264761374330829,nan,0.03264761374330829,1.0226294835022647,1.0021065321606593,1.0435981494096613,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.05|m=9143|N=200","balanced success, N=200",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,9143,200,100,100,0.05,0.04999921876220683,nan,nan,5000,4717,0.9434,0.9366480159464105,0.9494711859687129,0.0032679179916270842,0.0004209360008613494,0.00045148999593460856,-0.00046396813055061875,0.0013058401322733177,0.031924746295711674,0.03192516377632485,0.1293701971694614,0.00027348237675200895,0.033317893604365954,nan,0.033317893604365954,1.0436248295482176,1.024592223675276,1.0641795374806573,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.05|m=9143|N=200","balanced success, N=200",delta_method,0.5,0.875,0.875,0.875,0.875,9143,200,100,100,0.05,0.04999921876220683,nan,nan,5000,4798,0.9596,0.9537802967754346,0.964714031596669,0.0027845229393919525,0.0004209360008613494,0.00045148999593460856,-0.00046396813055061875,0.0013058401322733177,0.031924746295711674,0.03192516377632485,0.12719630823691613,0.00025798460919124763,nan,0.03278058384840574,0.03278058384840574,1.0267945398205052,1.0086182475708447,1.0479744741548351,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.10|m=4571|N=200","balanced success, N=200",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,4571,200,100,100,0.1,0.10000937587898864,nan,nan,5000,4712,0.9424,0.9355960101702596,0.948524727148754,0.0032949124419322583,6.288944478405334e-06,0.0004581315803208711,-0.000891632453130921,0.0009042103420877316,0.03239155568110969,0.03239479471205974,0.1265097776467134,0.00026861153013126997,0.03259203118440265,nan,0.03259203118440265,1.0060885236068338,0.9889444925347535,1.026763700209327,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.10|m=4571|N=200","balanced success, N=200",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,4571,200,100,100,0.1,0.10000937587898864,nan,nan,5000,4754,0.9508,0.9444512224818337,0.9564566174445029,0.0030587369942510594,6.288944478405334e-06,0.0004581315803208711,-0.000891632453130921,0.0009042103420877316,0.03239155568110969,0.03239479471205974,0.13205931640058832,0.00026681380500721645,0.03399762840058575,nan,0.03399762840058575,1.0494781245805924,1.0279539512472586,1.070724116662151,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.10|m=4571|N=200","balanced success, N=200",delta_method,0.5,0.875,0.875,0.875,0.875,4571,200,100,100,0.1,0.10000937587898864,nan,nan,5000,4820,0.964,0.9584698886851402,0.9688176839098468,0.002634539808012019,6.288944478405334e-06,0.0004581315803208711,-0.000891632453130921,0.0009042103420877316,0.03239155568110969,0.03239479471205974,0.12990579583251538,0.0002521712247949922,nan,0.0334505178310165,0.0334505178310165,1.0325892825788996,1.0131617707583087,1.05221245278139,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.20|m=2286|N=200","balanced success, N=200",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,2286,200,100,100,0.2,0.19997500312460942,nan,nan,5000,4603,0.9206,0.9127791097321472,0.9277750993916709,0.0038234968288204454,-0.0007056325638221117,0.0004921541736833806,-0.001670237019082608,0.0002589718914383847,0.034804228980891215,0.034800555360078034,0.1264510323866484,0.0002715819292174635,0.03258145215151208,nan,0.03258145215151208,0.9362336840431106,0.9192839302091433,0.9531910270036142,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.20|m=2286|N=200","balanced success, N=200",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,2286,200,100,100,0.2,0.19997500312460942,nan,nan,5000,4726,0.9452,0.9385430436311213,0.951173394557,0.003218600938296016,-0.0007056325638221117,0.0004921541736833806,-0.001670237019082608,0.0002589718914383847,0.034804228980891215,0.034800555360078034,0.13767056749130666,0.0002723116292179431,0.03543255726503669,nan,0.03543255726503669,1.0181606844609057,0.9993343320751026,1.0406427521372543,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.20|m=2286|N=200","balanced success, N=200",delta_method,0.5,0.875,0.875,0.875,0.875,2286,200,100,100,0.2,0.19997500312460942,nan,nan,5000,4789,0.9578,0.951867024068152,0.9630300680309537,0.002843208047259293,-0.0007056325638221117,0.0004921541736833806,-0.001670237019082608,0.0002589718914383847,0.034804228980891215,0.034800555360078034,0.1355617719818158,0.00025570769268755395,nan,0.034888921425949036,0.034888921425949036,1.0025392142440455,0.9832860245726678,1.0212748349233074,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.40|m=1143|N=200","balanced success, N=200",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,1143,200,100,100,0.4,0.39995000624921884,nan,nan,5000,4485,0.897,0.888267788564487,0.9051226560911378,0.004298627687995321,0.001403418157715386,0.0005278905099137736,0.0003687717705039054,0.0024380645449268664,0.037350138773772544,0.03732749592840537,0.1262389224912225,0.0002704980951484302,0.03253611387239476,nan,0.03253611387239476,0.8716393388616117,0.8546884718491181,0.8887212207734408,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.40|m=1143|N=200","balanced success, N=200",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,1143,200,100,100,0.4,0.39995000624921884,nan,nan,5000,4727,0.9454,0.9387537176068037,0.9513624135005396,0.003213062090903317,0.001403418157715386,0.0005278905099137736,0.0003687717705039054,0.0024380645449268664,0.037350138773772544,0.03732749592840537,0.14809483334399262,0.0002694354187414395,0.03808618964830784,nan,0.03808618964830784,1.0203253312613751,1.0006359933676874,1.0432241095785308,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.40|m=1143|N=200","balanced success, N=200",delta_method,0.5,0.875,0.875,0.875,0.875,1143,200,100,100,0.4,0.39995000624921884,nan,nan,5000,4777,0.9554,0.9493202355759204,0.9607805414925218,0.0029192752525241594,0.001403418157715386,0.0005278905099137736,0.0003687717705039054,0.0024380645449268664,0.037350138773772544,0.03732749592840537,0.14614993814886854,0.00025309999052052716,nan,0.037562279223228724,0.037562279223228724,1.006289821724813,0.9881309111492287,1.0286732737204265,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.75|m=610|N=200","balanced success, N=200",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,610,200,100,100,0.75,0.7494145199063231,nan,nan,5000,4252,0.8504,0.8402446793645632,0.860017315112341,0.005044201423416793,-0.0002795646578478972,0.000588527585721041,-0.001433057529769447,0.0008739282140736526,0.04161196207164413,0.041615184677869524,0.1262713424400622,0.00026593656279976766,0.032523586984328896,nan,0.032523586984328896,0.7815317230016899,0.7661509279162462,0.7967174031981585,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.75|m=610|N=200","balanced success, N=200",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,610,200,100,100,0.75,0.7494145199063231,nan,nan,5000,4747,0.9494,0.9429723017819809,0.9551376877098019,0.0030996657884359074,-0.0002795646578478972,0.000588527585721041,-0.001433057529769447,0.0008739282140736526,0.04161196207164413,0.041615184677869524,0.16482354378039626,0.000267525778663766,0.042346461520715604,nan,0.042346461520715604,1.017572356064419,0.9976109577574399,1.0369096614907247,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=0.75|m=610|N=200","balanced success, N=200",delta_method,0.5,0.875,0.875,0.875,0.875,610,200,100,100,0.75,0.7494145199063231,nan,nan,5000,4785,0.957,0.9510175715099949,0.9622807489122229,0.00286883251515316,-0.0002795646578478972,0.000588527585721041,-0.001433057529769447,0.0008739282140736526,0.04161196207164413,0.041615184677869524,0.16302443581089193,0.0002497602335502944,nan,0.04183190720503004,0.04183190720503004,1.005207775210854,0.9840417960198057,1.025058821415767,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=1.00|m=457|N=200","balanced success, N=200",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,457,200,100,100,1.0,1.000312597686777,nan,nan,5000,4149,0.8298,0.8191310471829095,0.8399625766141309,0.005314733483440162,-0.0006737849555334963,0.0006365440577031819,-0.0019213883832047188,0.0005738184721377263,0.045011004041401535,0.0450104619725921,0.12681111137561824,0.00026849133292097794,0.03266693638605142,nan,0.03266693638605142,0.7257631882548343,0.7115864654798283,0.7402416090439083,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=1.00|m=457|N=200","balanced success, N=200",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,457,200,100,100,1.0,1.000312597686777,nan,nan,5000,4713,0.9426,0.9358063672939007,0.9487140629443348,0.0032895361375124004,-0.0006737849555334963,0.0006365440577031819,-0.0019213883832047188,0.0005738184721377263,0.045011004041401535,0.0450104619725921,0.17660011884078003,0.0002783303661296849,0.045352940359298405,nan,0.045352940359298405,1.007608861844494,0.9857641188476508,1.0307395952458054,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=1.00|m=457|N=200","balanced success, N=200",delta_method,0.5,0.875,0.875,0.875,0.875,457,200,100,100,1.0,1.000312597686777,nan,nan,5000,4765,0.953,0.946777958205572,0.9585265038322062,0.002993025225419928,-0.0006737849555334963,0.0006365440577031819,-0.0019213883832047188,0.0005738184721377263,0.045011004041401535,0.0450104619725921,0.1746637246432469,0.00025564352540127886,nan,0.04479584036404212,0.04479584036404212,0.9952317394857962,0.9751571124889999,1.015848169357862,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=1.50|m=305|N=200","balanced success, N=200",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,305,200,100,100,1.5,1.4988290398126463,nan,nan,5000,3877,0.7754,0.763623813322213,0.7867533364464495,0.005901776681644265,0.0010463319131321924,0.0007162784357743062,-0.00035754802388813394,0.0024502118501525186,0.050654276655099105,0.05064853391537049,0.12664303026161933,0.00027645539494472134,0.032650797716315426,nan,0.032650797716315426,0.6446543501312834,0.6328597225623753,0.658144370662825,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=1.50|m=305|N=200","balanced success, N=200",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,305,200,100,100,1.5,1.4988290398126463,nan,nan,5000,4708,0.9416,0.9347547986326759,0.9477671670094499,0.0033163063790910513,0.0010463319131321924,0.0007162784357743062,-0.00035754802388813394,0.0024502118501525186,0.050654276655099105,0.05064853391537049,0.19658040098638468,0.00029561676388795534,0.050494212064653876,nan,0.050494212064653876,0.996953083558658,0.9779413424139659,1.0172345934204803,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=1.50|m=305|N=200","balanced success, N=200",delta_method,0.5,0.875,0.875,0.875,0.875,305,200,100,100,1.5,1.4988290398126463,nan,nan,5000,4739,0.9478,0.9412836742322345,0.9536287719057724,0.003145636978419475,0.0010463319131321924,0.0007162784357743062,-0.00035754802388813394,0.0024502118501525186,0.050654276655099105,0.05064853391537049,0.19476650655255442,0.000270236033520759,nan,0.04992475606789561,0.04992475606789561,0.9857097966807046,0.9661139486605635,1.0042126606440949,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=2.00|m=229|N=200","balanced success, N=200",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,229,200,100,100,2.0,1.996257018091079,nan,nan,5000,3672,0.7344,0.7219816788897042,0.7464584224384532,0.006245904898411438,0.0005517667845673646,0.0007670487164585401,-0.0009516210740790497,0.002055154643213779,0.054235917526622525,0.054238534890827104,0.12707041710259437,0.0002743486543178835,0.0327547751867146,nan,0.0327547751867146,0.6039022855732435,0.5909165430109529,0.61547950690717,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=2.00|m=229|N=200","balanced success, N=200",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,229,200,100,100,2.0,1.996257018091079,nan,nan,5000,4734,0.9468,0.9402291004335007,0.9526848811083962,0.003173948959892078,0.0005517667845673646,0.0007670487164585401,-0.0009516210740790497,0.002055154643213779,0.054235917526622525,0.054238534890827104,0.2152080298723313,0.0003038588614688146,0.055223759896108504,nan,0.055223759896108504,1.01816466848274,0.9976714768153429,1.0357830246222979,0.0,0.0,nan,nan
A,"A|balanced success, N=200|rho_target=2.00|m=229|N=200","balanced success, N=200",delta_method,0.5,0.875,0.875,0.875,0.875,229,200,100,100,2.0,1.996257018091079,nan,nan,5000,4765,0.953,0.946777958205572,0.9585265038322062,0.002993025225419928,0.0005517667845673646,0.0007670487164585401,-0.0009516210740790497,0.002055154643213779,0.054235917526622525,0.054238534890827104,0.2133823045830265,0.0002765666735571462,nan,0.05466335225245917,0.05466335225245917,1.0078323900615522,0.9886072420738934,1.0283071337039253,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.05|m=36571|N=800","balanced success, N=800",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,36571,800,400,400,0.05,0.05000058594436653,nan,nan,5000,4699,0.9398,0.9328633138329866,0.9460614155361412,0.0033638061775316374,0.00014556085935724106,0.00022726769137082554,-0.00029987563057914143,0.0005909973492936235,0.016069304747417038,0.016070252571292215,0.061469553831770295,6.822914388256251e-05,0.015768041830154053,nan,0.015768041830154053,0.9811944000383648,0.961092616903295,1.0007178054575196,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.05|m=36571|N=800","balanced success, N=800",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,36571,800,400,400,0.05,0.05000058594436653,nan,nan,5000,4721,0.9442,0.9374900221191309,0.9502279514728804,0.0032461164489278557,0.00014556085935724106,0.00022726769137082554,-0.00029987563057914143,0.0005909973492936235,0.016069304747417038,0.016070252571292215,0.0629364795475293,6.838180663458757e-05,0.0161454920217677,nan,0.0161454920217677,1.004681908398247,0.9847645929659355,1.026873799666706,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.05|m=36571|N=800","balanced success, N=800",delta_method,0.5,0.875,0.875,0.875,0.875,36571,800,400,400,0.05,0.05000058594436653,nan,nan,5000,4740,0.948,0.9414946635808875,0.9538174754763412,0.00313993630508646,0.00014556085935724106,0.00022726769137082554,-0.00029987563057914143,0.0005909973492936235,0.016069304747417038,0.016070252571292215,0.06287974615580061,6.282799244995274e-05,nan,0.016081025131201267,0.016081025131201267,1.0006703416677032,0.982315942864202,1.0241461285736748,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.10|m=18286|N=800","balanced success, N=800",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,18286,800,400,400,0.1,0.09999843752441366,nan,nan,5000,4663,0.9326,0.9253133309704897,0.9392224533066469,0.0035456237815086927,-5.439292732078993e-05,0.0002323020807944134,-0.0005096966392115539,0.00040091078456997413,0.016424685021055107,0.016426237661347497,0.06139204517459558,6.844894943580678e-05,0.015748753681792026,nan,0.015748753681792026,0.9587559857879291,0.9402945330748768,0.9795377589252339,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.10|m=18286|N=800","balanced success, N=800",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,18286,800,400,400,0.1,0.09999843752441366,nan,nan,5000,4721,0.9442,0.9374900221191309,0.9502279514728804,0.0032461164489278557,-5.439292732078993e-05,0.0002323020807944134,-0.0005096966392115539,0.00040091078456997413,0.016424685021055107,0.016426237661347497,0.06429118812778398,6.856833228953054e-05,0.016494029336742617,nan,0.016494029336742617,1.0041270360744043,0.9872854147600543,1.0230099683632665,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.10|m=18286|N=800","balanced success, N=800",delta_method,0.5,0.875,0.875,0.875,0.875,18286,800,400,400,0.1,0.09999843752441366,nan,nan,5000,4760,0.952,0.9457199288603764,0.957586068581292,0.0030231109804305907,-5.439292732078993e-05,0.0002323020807944134,-0.0005096966392115539,0.00040091078456997413,0.016424685021055107,0.016426237661347497,0.06426744991421503,6.192015801183362e-05,nan,0.01643305552921106,0.01643305552921106,1.0004150596140224,0.9823691137420801,1.019058751763492,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.20|m=9143|N=800","balanced success, N=800",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,9143,800,400,400,0.2,0.19999687504882732,nan,nan,5000,4601,0.9202,0.9123622322190386,0.9273925910663356,0.0038322828705616187,-0.00027273415466216866,0.0002446878908964783,-0.0007523136082723322,0.00020684529894799493,0.01730246605290709,0.017302046692713388,0.061398980936010164,6.727363305780601e-05,0.01574834552063031,nan,0.01574834552063031,0.9102013074131047,0.8925907944969056,0.9289813412853758,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.20|m=9143|N=800","balanced success, N=800",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,9143,800,400,400,0.2,0.19999687504882732,nan,nan,5000,4696,0.9392,0.932233191279953,0.9454924593315089,0.003379448475713159,-0.00027273415466216866,0.0002446878908964783,-0.0007523136082723322,0.00020684529894799493,0.01730246605290709,0.017302046692713388,0.06711842255759015,6.846258506075762e-05,0.017223041495862585,nan,0.017223041495862585,0.9954337658281737,0.9762256713357571,1.0156583525660545,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.20|m=9143|N=800","balanced success, N=800",delta_method,0.5,0.875,0.875,0.875,0.875,9143,800,400,400,0.2,0.19999687504882732,nan,nan,5000,4719,0.9438,0.9370689738970595,0.9498496138565078,0.0032570403743275894,-0.00027273415466216866,0.0002446878908964783,-0.0007523136082723322,0.00020684529894799493,0.01730246605290709,0.017302046692713388,0.0671054175958198,6.171264344239897e-05,nan,0.01715519347549664,0.01715519347549664,0.9915123788633288,0.972603846806541,1.0133350665311147,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.40|m=4571|N=800","balanced success, N=800",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,4571,800,400,400,0.4,0.4000375035159546,nan,nan,5000,4488,0.8976,0.8888890546428595,0.905700468770431,0.0042875223614577225,0.0004502504884154046,0.0002617594182223412,-6.27885439145417e-05,0.0009632895207453509,0.018512811041270394,0.018509185966446302,0.061320454135267925,6.692665253322998e-05,0.015734655187306178,nan,0.015734655187306178,0.8500997945468898,0.8314447323580566,0.8660226677491448,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.40|m=4571|N=800","balanced success, N=800",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,4571,800,400,400,0.4,0.4000375035159546,nan,nan,5000,4728,0.9456,0.938964415086006,0.9515514089405591,0.003207511184703804,0.0004502504884154046,0.0002617594182223412,-6.27885439145417e-05,0.0009632895207453509,0.018512811041270394,0.018509185966446302,0.07241515040569457,6.866924180486063e-05,0.018573282314039884,nan,0.018573282314039884,1.0034629479497248,0.9842173635371636,1.0225374670434029,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.40|m=4571|N=800","balanced success, N=800",delta_method,0.5,0.875,0.875,0.875,0.875,4571,800,400,400,0.4,0.4000375035159546,nan,nan,5000,4755,0.951,0.9446626045465057,0.9566449282990527,0.0030528347482299146,0.0004502504884154046,0.0002617594182223412,-6.27885439145417e-05,0.0009632895207453509,0.018512811041270394,0.018509185966446302,0.07246980384013987,6.073060389157264e-05,nan,0.01851995751856067,0.01851995751856067,1.0005819570960006,0.9816374264214222,1.0196091222154022,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.75|m=2438|N=800","balanced success, N=800",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,2438,800,400,400,0.75,0.7500292980194537,nan,nan,5000,4246,0.8492,0.8390130834959849,0.8588507534655873,0.005060817325294405,-0.00022644481626948876,0.0002965690600917521,-0.0008077094929782179,0.0003548198604392404,0.02096972486862758,0.02097059934809986,0.06132609086410999,6.768130136339484e-05,0.015734147069919137,nan,0.015734147069919137,0.7502955356087523,0.7363017856107779,0.7656318372427353,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.75|m=2438|N=800","balanced success, N=800",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,2438,800,400,400,0.75,0.7500292980194537,nan,nan,5000,4730,0.946,0.9393858810432103,0.9519293288217987,0.0031963729444481302,-0.00022644481626948876,0.0002965690600917521,-0.0008077094929782179,0.0003548198604392404,0.02096972486862758,0.02097059934809986,0.08087493960912102,7.142774593828131e-05,0.02073958572877399,nan,0.02073958572877399,0.9889839286187687,0.9696403083270063,1.009790729571677,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=0.75|m=2438|N=800","balanced success, N=800",delta_method,0.5,0.875,0.875,0.875,0.875,2438,800,400,400,0.75,0.7500292980194537,nan,nan,5000,4761,0.9522,0.945931477658468,0.9577742127024225,0.0030171231330524103,-0.00022644481626948876,0.0002965690600917521,-0.0008077094929782179,0.0003548198604392404,0.02096972486862758,0.02097059934809986,0.08096431139027392,6.236372980145156e-05,nan,0.02068514782391196,0.02068514782391196,0.9863880130725131,0.9661737029767581,1.008457691905428,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=1.00|m=1829|N=800","balanced success, N=800",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,1829,800,400,400,1.0,0.9997656799187691,nan,nan,5000,4150,0.83,0.8193357541497991,0.8401575625664631,0.005312249994117371,-0.00011491101348021227,0.0003165021220977924,-0.0007352437738223841,0.0005054217468619596,0.022378136593777336,0.022380079679528167,0.06139300638937371,6.793435647008154e-05,0.015750430851106834,nan,0.015750430851106834,0.7037700971866645,0.6887605389168657,0.7182559911826607,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=1.00|m=1829|N=800","balanced success, N=800",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,1829,800,400,400,1.0,0.9997656799187691,nan,nan,5000,4724,0.9448,0.9381217657086575,0.9507952866410198,0.0032296427046966053,-0.00011491101348021227,0.0003165021220977924,-0.0007352437738223841,0.0005054217468619596,0.022378136593777336,0.022380079679528167,0.08647903762477853,7.368956314143536e-05,0.022179228756091806,nan,0.022179228756091806,0.9910254598592834,0.9729704584989549,1.0105344752038785,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=1.00|m=1829|N=800","balanced success, N=800",delta_method,0.5,0.875,0.875,0.875,0.875,1829,800,400,400,1.0,0.9997656799187691,nan,nan,5000,4737,0.9474,0.9408617705245412,0.9532512897750218,0.0031569998416217885,-0.00011491101348021227,0.0003165021220977924,-0.0007352437738223841,0.0005054217468619596,0.022378136593777336,0.022380079679528167,0.08658876763886691,6.331174429542826e-05,nan,0.022118875206927614,0.022118875206927614,0.9883287067632969,0.970216740675948,1.0098521601195745,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=1.50|m=1219|N=800","balanced success, N=800",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,1219,800,400,400,1.5,1.5000585960389075,nan,nan,5000,3916,0.7832,0.771563246236522,0.7944019273817978,0.005827482475306125,-0.00019028485084182645,0.00034552486543976385,-0.000867501142866812,0.00048693144118315914,0.024430595246077356,0.02443229754210264,0.06151261448781169,6.815952867199104e-05,0.0157913720884982,nan,0.0157913720884982,0.6463318507514868,0.6327185381878998,0.6584837283523974,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=1.50|m=1219|N=800","balanced success, N=800",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,1219,800,400,400,1.5,1.5000585960389075,nan,nan,5000,4755,0.951,0.9446626045465057,0.9566449282990527,0.0030528347482299146,-0.00019028485084182645,0.00034552486543976385,-0.000867501142866812,0.00048693144118315914,0.024430595246077356,0.02443229754210264,0.09679204937245624,7.769212042305407e-05,0.024817841019041796,nan,0.024817841019041796,1.015780074562156,0.9981154170664818,1.0375180464356248,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=1.50|m=1219|N=800","balanced success, N=800",delta_method,0.5,0.875,0.875,0.875,0.875,1219,800,400,400,1.5,1.5000585960389075,nan,nan,5000,4757,0.9514,0.9450854509915316,0.9570214676924709,0.003040987997345599,-0.00019028485084182645,0.00034552486543976385,-0.000867501142866812,0.00048693144118315914,0.024430595246077356,0.02443229754210264,0.09694355320170044,6.506437262828752e-05,nan,0.02475878174971415,0.02475878174971415,1.0133628123613385,0.9932311492870753,1.0342483812013286,0.0,0.0,nan,nan
