study,scenario_key,regime,method,theta,validation_tpr,validation_tnr,target_tpr,target_tnr,target_size_m,validation_total_N,n_pass,n_fail,rho_target,rho_actual,sensitivity_decline,specificity_decline,replications,coverage_count,coverage,coverage_wilson_low,coverage_wilson_high,coverage_mcse,bias,bias_mcse,bias_mc95_low,bias_mc95_high,rmse,empirical_sd,mean_width,mean_width_mcse,rms_raw_bootstrap_sd,rms_analytic_se,rms_reported_se,se_calibration_ratio,se_calibration_ratio_low,se_calibration_ratio_high,weak_j_fraction,discarded_fraction,analytic_bias,empirical_minus_analytic_bias
A,"A|balanced success, N=800|rho_target=2.00|m=914|N=800","balanced success, N=800",textbook_validation_only,0.5,0.875,0.875,0.875,0.875,914,800,400,400,2.0,2.000625195373554,nan,nan,5000,3709,0.7418,0.7294869407989932,0.7537417985403772,0.006189228708005546,-0.00034937368616339004,0.00038215177650717075,-0.0010983774047454446,0.00039963003241866453,0.027021767585230776,0.02702221126107064,0.06144211775154798,6.789582706423615e-05,0.015760164971632,nan,0.015760164971632,0.583230025824599,0.5722268518883765,0.5951593498995037,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=2.00|m=914|N=800","balanced success, N=800",full_fixed_stratum_bootstrap,0.5,0.875,0.875,0.875,0.875,914,800,400,400,2.0,2.000625195373554,nan,nan,5000,4737,0.9474,0.9408617705245412,0.9532512897750218,0.0031569998416217885,-0.00034937368616339004,0.00038215177650717075,-0.0010983774047454446,0.00039963003241866453,0.027021767585230776,0.02702221126107064,0.10590061948533294,8.185989014685674e-05,0.027154820142038558,nan,0.027154820142038558,1.0049074030132745,0.9846955883726687,1.0277116238593702,0.0,0.0,nan,nan
A,"A|balanced success, N=800|rho_target=2.00|m=914|N=800","balanced success, N=800",delta_method,0.5,0.875,0.875,0.875,0.875,914,800,400,400,2.0,2.000625195373554,nan,nan,5000,4743,0.9486,0.9421277832433311,0.9543834345715637,0.0031227564746550444,-0.00034937368616339004,0.00038215177650717075,-0.0010983774047454446,0.00039963003241866453,0.027021767585230776,0.02702221126107064,0.1060510917884635,6.674175694103247e-05,nan,0.02708111658298837,0.02708111658298837,1.0021798853302057,0.9816411511513317,1.020046493753748,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.05|m=5361|N=200","high success, N=200",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,5361,200,100,100,0.05,0.050003213372646196,nan,nan,5000,4676,0.9352,0.9280369064172753,0.9416948858097471,0.003481406612276135,0.0005120421894605487,0.0005297169520136272,-0.0005261839584864926,0.00155026833740759,0.037456399098252546,0.03745664488783048,0.14531416094643002,0.0003793367981158856,0.03808160563117502,nan,0.03808160563117502,1.0166849098528734,0.9975100656380397,1.0373327736574824,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.05|m=5361|N=200","high success, N=200",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,5361,200,100,100,0.05,0.050003213372646196,nan,nan,5000,4709,0.9418,0.9349650691832874,0.9479565893780602,0.0033109744789110054,0.0005120421894605487,0.0005297169520136272,-0.0005261839584864926,0.00155026833740759,0.037456399098252546,0.03745664488783048,0.14829720880964525,0.0003745939908605318,0.03887604061132073,nan,0.03887604061132073,1.037894363676748,1.0174636852602565,1.0594760984795608,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.05|m=5361|N=200","high success, N=200",delta_method,0.8,0.875,0.875,0.875,0.875,5361,200,100,100,0.05,0.050003213372646196,nan,nan,5000,4703,0.9406,0.9337037645966569,0.9468197364493588,0.0033428024171344617,0.0005120421894605487,0.0005297169520136272,-0.0005261839584864926,0.00155026833740759,0.037456399098252546,0.03745664488783048,0.14661097260595443,0.0003671272173661475,nan,0.038119683396106996,0.038119683396106996,1.0177014922255339,0.9996236882109466,1.0380236758673624,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.10|m=2681|N=200","high success, N=200",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,2681,200,100,100,0.1,0.09998777578916682,nan,nan,5000,4659,0.9318,0.9244759105924472,0.9384611020078015,0.0035650739122772765,0.0013339206255046365,0.0005503544886806597,0.00025524564896058674,0.002412595602048686,0.03893490426630953,0.038915939100254954,0.1458714587721566,0.0003823608746444166,0.03829490543477251,nan,0.03829490543477251,0.9840416631374989,0.9654181434566061,1.0044180482266976,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.10|m=2681|N=200","high success, N=200",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,2681,200,100,100,0.1,0.09998777578916682,nan,nan,5000,4719,0.9438,0.9370689738970595,0.9498496138565078,0.0032570403743275894,0.0013339206255046365,0.0005503544886806597,0.00025524564896058674,0.002412595602048686,0.03893490426630953,0.038915939100254954,0.1524838953878862,0.0003733919719497472,0.03993845676445615,nan,0.03993845676445615,1.0262750350586938,1.0074998550964895,1.05027622251716,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.10|m=2681|N=200","high success, N=200",delta_method,0.8,0.875,0.875,0.875,0.875,2681,200,100,100,0.1,0.09998777578916682,nan,nan,5000,4718,0.9436,0.9368584836941273,0.9496604111402182,0.0032624849424939878,0.0013339206255046365,0.0005503544886806597,0.00025524564896058674,0.002412595602048686,0.03893490426630953,0.038915939100254954,0.15071001173513246,0.0003658755624735338,nan,0.03917130898860721,0.03917130898860721,1.006562089834049,0.987196385839254,1.0282717986328715,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.10|m=2681|N=200","high success, N=200",textbook_plus_target_resampling,0.8,0.875,0.875,0.875,0.875,2681,200,100,100,0.1,0.09998777578916682,nan,nan,5000,4720,0.944,0.9372794866675994,0.9500387940051899,0.0032515842292642535,0.0013339206255046365,0.0005503544886806597,0.00025524564896058674,0.002412595602048686,0.03893490426630953,0.038915939100254954,0.15293062926403536,0.00037343011457481747,0.0400148600870085,nan,0.0400148600870085,1.0282383263043584,1.005872020685912,1.0484540162019047,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.20|m=1340|N=200","high success, N=200",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,1340,200,100,100,0.2,0.2000501693214599,nan,nan,5000,4599,0.9198,0.91194541020641,0.9270100272405202,0.0038410404840355443,0.001890984451977551,0.0005783086284865373,0.0007575203681951836,0.003024448535759918,0.04093220895868848,0.04089259528215223,0.1463436863564571,0.00039024665397734126,0.038433838955797085,nan,0.038433838955797085,0.9398728227105635,0.9234237928812562,0.959709523930485,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.20|m=1340|N=200","high success, N=200",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,1340,200,100,100,0.2,0.2000501693214599,nan,nan,5000,4713,0.9426,0.9358063672939007,0.9487140629443348,0.0032895361375124004,0.001890984451977551,0.0005783086284865373,0.0007575203681951836,0.003024448535759918,0.04093220895868848,0.04089259528215223,0.1595172956552051,0.00037212431477926964,0.04172475807969517,nan,0.04172475807969517,1.020349962916297,1.0013044110829756,1.0397920569350108,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.20|m=1340|N=200","high success, N=200",delta_method,0.8,0.875,0.875,0.875,0.875,1340,200,100,100,0.2,0.2000501693214599,nan,nan,5000,4704,0.9408,0.9339139292448034,0.9470092647204343,0.0033375248313683007,0.001890984451977551,0.0005783086284865373,0.0007575203681951836,0.003024448535759918,0.04093220895868848,0.04089259528215223,0.15772785947046447,0.00036500467270437814,nan,0.040955784924231846,0.040955784924231846,1.0015452587844724,0.9814633045259383,1.0238764008512837,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.40|m=670|N=200","high success, N=200",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,670,200,100,100,0.4,0.4001003386429198,nan,nan,5000,4482,0.8964,0.8876466110409388,0.9045447548570199,0.004309687691701106,0.0013454520161425565,0.0006215827138475306,0.00012717228358873002,0.002563731748696383,0.043968730102515965,0.043952535202992624,0.14533812490542844,0.00037852609823239554,0.03820658461694359,nan,0.03820658461694359,0.869269188693857,0.852948265308668,0.8852412408416118,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.40|m=670|N=200","high success, N=200",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,670,200,100,100,0.4,0.4001003386429198,nan,nan,5000,4723,0.9446,0.9379111615237397,0.9506061979067155,0.0032351457463304493,0.0013454520161425565,0.0006215827138475306,0.00012717228358873002,0.002563731748696383,0.043968730102515965,0.043952535202992624,0.1711939977185655,0.0003501376677838471,0.04465310893759192,nan,0.04465310893759192,1.0159393248048998,0.9987067164711693,1.0349129541568909,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.40|m=670|N=200","high success, N=200",delta_method,0.8,0.875,0.875,0.875,0.875,670,200,100,100,0.4,0.4001003386429198,nan,nan,5000,4742,0.9484,0.9419167179483694,0.9541948069473034,0.003128496124338337,0.0013454520161425565,0.0006215827138475306,0.00012717228358873002,0.002563731748696383,0.043968730102515965,0.043952535202992624,0.16948379902105598,0.0003435465720883152,nan,0.04391408248011809,0.04391408248011809,0.9991251307189235,0.9807714584085052,1.0203511735524478,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.75|m=357|N=200","high success, N=200",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,357,200,100,100,0.75,0.7508885907304096,nan,nan,5000,4243,0.8486,0.8383973671668723,0.858267391037034,0.005069083546362201,0.0014519646584675305,0.0006925561121244511,9.457962143052294e-05,0.002809349695504538,0.04898773733911043,0.04897111232353903,0.1455792271848246,0.00037803144671421697,0.0383548074145566,nan,0.0383548074145566,0.7832129105248142,0.7709082260579107,0.7991580547662133,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.75|m=357|N=200","high success, N=200",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,357,200,100,100,0.75,0.7508885907304096,nan,nan,5000,4702,0.9404,0.9334936208290503,0.9466301872977434,0.0033480692943844512,0.0014519646584675305,0.0006925561121244511,9.457962143052294e-05,0.002809349695504538,0.04898773733911043,0.04897111232353903,0.1905739369287449,0.00034092666468050944,0.0497729111732394,nan,0.0497729111732394,1.0163728943791004,0.9959415474720612,1.0364449495287753,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=0.75|m=357|N=200","high success, N=200",delta_method,0.8,0.875,0.875,0.875,0.875,357,200,100,100,0.75,0.7508885907304096,nan,nan,5000,4750,0.95,0.9436059649500191,0.9557031032994295,0.0030822070014844896,0.0014519646584675305,0.0006925561121244511,9.457962143052294e-05,0.002809349695504538,0.04898773733911043,0.04897111232353903,0.18921312920112754,0.00032943822702826743,nan,0.04905331996899231,0.04905331996899231,1.0016786967163447,0.9841461278080073,1.0203685359265686,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=1.00|m=268|N=200","high success, N=200",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,268,200,100,100,1.0,1.0002508466072995,nan,nan,5000,4107,0.8214,0.8105379734208865,0.8317685477688309,0.005416678687166149,0.0025072451117039707,0.0007488227601803766,0.0010395794709465586,0.003974910752461383,0.053003803385651374,0.05294976516303721,0.14542750984750752,0.0003779421919771333,0.038516942723531525,nan,0.038516942723531525,0.7274242407862302,0.712725595321219,0.7415885249456274,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=1.00|m=268|N=200","high success, N=200",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,268,200,100,100,1.0,1.0002508466072995,nan,nan,5000,4708,0.9416,0.9347547986326759,0.9477671670094499,0.0033163063790910513,0.0025072451117039707,0.0007488227601803766,0.0010395794709465586,0.003974910752461383,0.053003803385651374,0.05294976516303721,0.20294242473056778,0.00034182601444661317,0.0532296814486008,nan,0.0532296814486008,1.0052864499908867,0.9846356588826463,1.0292276814881374,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=1.00|m=268|N=200","high success, N=200",delta_method,0.8,0.875,0.875,0.875,0.875,268,200,100,100,1.0,1.0002508466072995,nan,nan,5000,4743,0.9486,0.9421277832433311,0.9543834345715637,0.0031227564746550444,0.0025072451117039707,0.0007488227601803766,0.0010395794709465586,0.003974910752461383,0.053003803385651374,0.05294976516303721,0.20177476575091907,0.00032517014832075087,nan,0.05248607462337042,0.05248607462337042,0.9912428216019646,0.9712899285318001,1.0122608591840851,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=1.00|m=268|N=200","high success, N=200",textbook_plus_target_resampling,0.8,0.875,0.875,0.875,0.875,268,200,100,100,1.0,1.0002508466072995,nan,nan,5000,4718,0.9436,0.9368584836941273,0.9496604111402182,0.0032624849424939878,0.0025072451117039707,0.0007488227601803766,0.0010395794709465586,0.003974910752461383,0.053003803385651374,0.05294976516303721,0.20312393415383762,0.00033858542340799456,0.053269917987250205,nan,0.053269917987250205,1.0060463502194432,0.9857840556321529,1.0302180650226458,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=1.50|m=179|N=200","high success, N=200",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,179,200,100,100,1.5,1.4975822731327164,nan,nan,5000,3906,0.7812,0.7695269298958711,0.7924413145302287,0.00584682067452047,0.001522077582080339,0.0008220912245039557,-8.91916099538463e-05,0.003133346774114524,0.05814474003051808,0.05813062796006996,0.14472504117142543,0.00037175326240335794,0.03845250183114378,nan,0.03845250183114378,0.6614843702971328,0.6501696260777495,0.6748929210695811,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=1.50|m=179|N=200","high success, N=200",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,179,200,100,100,1.5,1.4975822731327164,nan,nan,5000,4726,0.9452,0.9385430436311213,0.951173394557,0.003218600938296016,0.001522077582080339,0.0008220912245039557,-8.91916099538463e-05,0.003133346774114524,0.05814474003051808,0.05813062796006996,0.2243807750045443,0.00035154953168091543,0.059098665345828465,nan,0.059098665345828465,1.0166527942279147,0.997174247473002,1.0356864131484778,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=1.50|m=179|N=200","high success, N=200",delta_method,0.8,0.875,0.875,0.875,0.875,179,200,100,100,1.5,1.4975822731327164,nan,nan,5000,4749,0.9498,0.9433947174802964,0.9555146578499303,0.003088040155179334,0.001522077582080339,0.0008220912245039557,-8.91916099538463e-05,0.003133346774114524,0.05814474003051808,0.05813062796006996,0.22357251532319156,0.0003280327376869489,nan,0.05836437934845202,0.05836437934845202,1.0040211399151344,0.985141525694811,1.0235409018691084,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=2.00|m=134|N=200","high success, N=200",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,134,200,100,100,2.0,2.000501693214599,nan,nan,5000,3638,0.7276,0.7150888329547261,0.7397617091198839,0.006296002541295548,-0.0012130609891020105,0.0009098391619166247,-0.0029963129781827016,0.0005701909999786805,0.0643403466920132,0.06433534411803306,0.14340499164462747,0.0003680832929189233,0.03816788937776425,nan,0.03816788937776425,0.593264711660505,0.5816391637118681,0.6043043344236534,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=2.00|m=134|N=200","high success, N=200",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,134,200,100,100,2.0,2.000501693214599,nan,nan,5000,4698,0.9396,0.932653252615064,0.9458717838348417,0.0033690307211422105,-0.0012130609891020105,0.0009098391619166247,-0.0029963129781827016,0.0005701909999786805,0.0643403466920132,0.06433534411803306,0.24332633066152567,0.00037986414777340565,0.06436293099487439,nan,0.06436293099487439,1.0004287981547237,0.9805823068686591,1.018389130065321,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=2.00|m=134|N=200","high success, N=200",delta_method,0.8,0.875,0.875,0.875,0.875,134,200,100,100,2.0,2.000501693214599,nan,nan,5000,4730,0.946,0.9393858810432103,0.9519293288217987,0.0031963729444481302,-0.0012130609891020105,0.0009098391619166247,-0.0029963129781827016,0.0005701909999786805,0.0643403466920132,0.06433534411803306,0.2428394765828701,0.00034855098115315985,nan,0.06365567613739441,0.06365567613739441,0.9894355429359064,0.9686864716930235,1.0086075095445042,0.0,0.0,nan,nan
A,"A|high success, N=200|rho_target=2.00|m=134|N=200","high success, N=200",textbook_plus_target_resampling,0.8,0.875,0.875,0.875,0.875,134,200,100,100,2.0,2.000501693214599,nan,nan,5000,4697,0.9394,0.9324432117954192,0.9456821317352647,0.0033742448043969776,-0.0012130609891020105,0.0009098391619166247,-0.0029963129781827016,0.0005701909999786805,0.0643403466920132,0.06433534411803306,0.24348468481789895,0.00037996000447508983,0.06443490834886073,nan,0.06443490834886073,1.0015475821602042,0.9851065473071517,1.0232479859635284,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.05|m=21445|N=800","high success, N=800",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,21445,800,400,400,0.05,0.05000088167698881,nan,nan,5000,4682,0.9364,0.929294985071857,0.9428349646704972,0.0034512328232097003,0.0007193675235280805,0.00026592789419528927,0.00019815842842073545,0.0012405766186354256,0.01881581772192483,0.018803941729214776,0.07164689655008513,0.00010121056571175002,0.018447148635907396,nan,0.018447148635907396,0.9810256222633871,0.9623971450387429,1.0026166820456353,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.05|m=21445|N=800","high success, N=800",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,21445,800,400,400,0.05,0.05000088167698881,nan,nan,5000,4713,0.9426,0.9358063672939007,0.9487140629443348,0.0032895361375124004,0.0007193675235280805,0.00026592789419528927,0.00019815842842073545,0.0012405766186354256,0.01881581772192483,0.018803941729214776,0.07330254811476283,9.887917347096264e-05,0.018868361978137058,nan,0.018868361978137058,1.0034258906908966,0.9843847593068685,1.0229946077631247,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.05|m=21445|N=800","high success, N=800",delta_method,0.8,0.875,0.875,0.875,0.875,21445,800,400,400,0.05,0.05000088167698881,nan,nan,5000,4731,0.9462,0.9395966497681233,0.952118253016108,0.0031907854832313614,0.0007193675235280805,0.00026592789419528927,0.00019815842842073545,0.0012405766186354256,0.01881581772192483,0.018803941729214776,0.07333465029431215,9.409921564090233e-05,nan,0.01878499556983352,0.01878499556983352,0.9989924368170201,0.9822957063465303,1.0183220609130275,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.10|m=10723|N=800","high success, N=800",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,10723,800,400,400,0.1,0.09999710039755899,nan,nan,5000,4667,0.9334,0.926151031491673,0.9399835244623516,0.0035260300622654934,0.0005778380879466471,0.00027628525693296327,3.632893489864382e-05,0.0011193472409946506,0.019542908670544694,0.019536317871916592,0.07156811605770738,0.00010182591355451687,0.018423838771214347,nan,0.018423838771214347,0.9430558456308991,0.9260125371844798,0.9621812325782715,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.10|m=10723|N=800","high success, N=800",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,10723,800,400,400,0.1,0.09999710039755899,nan,nan,5000,4743,0.9486,0.9421277832433311,0.9543834345715637,0.0031227564746550444,0.0005778380879466471,0.00027628525693296327,3.632893489864382e-05,0.0011193472409946506,0.019542908670544694,0.019536317871916592,0.07502942339075619,0.0001012791835235808,0.01930555583329716,nan,0.01930555583329716,0.9881880485292905,0.9685644833248965,1.00847747411515,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.10|m=10723|N=800","high success, N=800",delta_method,0.8,0.875,0.875,0.875,0.875,10723,800,400,400,0.1,0.09999710039755899,nan,nan,5000,4742,0.9484,0.9419167179483694,0.9541948069473034,0.003128496124338337,0.0005778380879466471,0.00027628525693296327,3.632893489864382e-05,0.0011193472409946506,0.019542908670544694,0.019536317871916592,0.07502333222115064,9.548780601738061e-05,nan,0.019216295733329728,0.019216295733329728,0.9836191169346761,0.9642393614727481,1.0017782957949075,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.20|m=5361|N=800","high success, N=800",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,5361,800,400,400,0.2,0.20001285349058479,nan,nan,5000,4602,0.9204,0.9125706640142387,0.9275838521903573,0.003827893415444061,0.0002977953781464482,0.0002832399858522071,-0.0002573447931055122,0.0008529355493984086,0.020028302602204017,0.020028091469927744,0.07137684338375712,0.00010153464518796942,0.018382678905708404,nan,0.018382678905708404,0.9178447648549073,0.8964994191132946,0.936725943424136,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.20|m=5361|N=800","high success, N=800",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,5361,800,400,400,0.2,0.20001285349058479,nan,nan,5000,4728,0.9456,0.938964415086006,0.9515514089405591,0.003207511184703804,0.0002977953781464482,0.0002832399858522071,-0.0002573447931055122,0.0008529355493984086,0.020028302602204017,0.020028091469927744,0.07816571956437805,9.829688138795236e-05,0.02009556563943337,nan,0.02009556563943337,1.0033689765001792,0.9849867517290166,1.0260216005192566,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.20|m=5361|N=800","high success, N=800",delta_method,0.8,0.875,0.875,0.875,0.875,5361,800,400,400,0.2,0.20001285349058479,nan,nan,5000,4732,0.9464,0.9398074424904064,0.9523071532130467,0.0031851857088716186,0.0002977953781464482,0.0002832399858522071,-0.0002573447931055122,0.0008529355493984086,0.020028302602204017,0.020028091469927744,0.07815318830122374,9.181433423021176e-05,nan,0.020006063929206074,0.020006063929206074,0.9989001677591325,0.9807512026229669,1.0194163180634048,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.40|m=2681|N=800","high success, N=800",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,2681,800,400,400,0.4,0.39995110315666726,nan,nan,5000,4468,0.8936,0.8847489338057319,0.9018467312231191,0.0043607118684912,0.00010537718048653222,0.00030664490181681595,-0.000495635783117248,0.0007063901440903125,0.02168115661826141,0.021683068949095365,0.0714040866598478,9.939683287821526e-05,0.018377082690966665,nan,0.018377082690966665,0.8475314418872136,0.8328479604360178,0.862408801221479,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.40|m=2681|N=800","high success, N=800",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,2681,800,400,400,0.4,0.39995110315666726,nan,nan,5000,4732,0.9464,0.9398074424904064,0.9523071532130467,0.0031851857088716186,0.00010537718048653222,0.00030664490181681595,-0.000495635783117248,0.0007063901440903125,0.02168115661826141,0.021683068949095365,0.0843599989999042,9.577236868768409e-05,0.021677475822870836,nan,0.021677475822870836,0.9997420509874474,0.9810591689243215,1.02028362116057,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.40|m=2681|N=800","high success, N=800",delta_method,0.8,0.875,0.875,0.875,0.875,2681,800,400,400,0.4,0.39995110315666726,nan,nan,5000,4726,0.9452,0.9385430436311213,0.951173394557,0.003218600938296016,0.00010537718048653222,0.00030664490181681595,-0.000495635783117248,0.0007063901440903125,0.02168115661826141,0.021683068949095365,0.08441813974939798,8.894522319585779e-05,nan,0.02159530919352872,0.02159530919352872,0.9959526137295106,0.9789064235775622,1.0151565200365904,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.75|m=1430|N=800","high success, N=800",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,1430,800,400,400,0.75,0.7498383968972203,nan,nan,5000,4310,0.862,0.8521617579325518,0.8712824258592269,0.0048776223716068875,-3.429022702283735e-05,0.00034368056081809895,-0.000707891748412839,0.0006393112943671643,0.02429947939592534,0.024301885511647345,0.07141757711941164,0.00010158459574568214,0.01838270034746821,nan,0.01838270034746821,0.7564310324257678,0.7429905238023021,0.7715643734757262,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.75|m=1430|N=800","high success, N=800",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,1430,800,400,400,0.75,0.7498383968972203,nan,nan,5000,4713,0.9426,0.9358063672939007,0.9487140629443348,0.0032895361375124004,-3.429022702283735e-05,0.00034368056081809895,-0.000707891748412839,0.0006393112943671643,0.02429947939592534,0.024301885511647345,0.09434935297667804,9.766511800069727e-05,0.024212596092182802,nan,0.024212596092182802,0.9963258233842905,0.9760944782700186,1.0159123426767664,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=0.75|m=1430|N=800","high success, N=800",delta_method,0.8,0.875,0.875,0.875,0.875,1430,800,400,400,0.75,0.7498383968972203,nan,nan,5000,4720,0.944,0.9372794866675994,0.9500387940051899,0.0032515842292642535,-3.429022702283735e-05,0.00034368056081809895,-0.000707891748412839,0.0006393112943671643,0.02429947939592534,0.024301885511647345,0.09440343331105247,8.7898033451791e-05,nan,0.024135079597695185,0.024135079597695185,0.9931360916883502,0.9764430633926088,1.0147299158878724,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=1.00|m=1072|N=800","high success, N=800",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,1072,800,400,400,1.0,1.0002508466072995,nan,nan,5000,4146,0.8292,0.818516957523264,0.8393775875161105,0.005322167979310686,0.0003448482863671609,0.0003667994372287022,-0.0003740654001506557,0.0010637619728849775,0.025936335791123664,0.02593663693998247,0.07151623193431499,0.00010157484862546405,0.018410660210585208,nan,0.018410660210585208,0.7098322058171067,0.6982500622443665,0.7248834228629745,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=1.00|m=1072|N=800","high success, N=800",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,1072,800,400,400,1.0,1.0002508466072995,nan,nan,5000,4723,0.9446,0.9379111615237397,0.9506061979067155,0.0032351457463304493,0.0003448482863671609,0.0003667994372287022,-0.0003740654001506557,0.0010637619728849775,0.025936335791123664,0.02593663693998247,0.10090309607863389,9.828247268760121e-05,0.025894395231573848,nan,0.025894395231573848,0.9983713498204733,0.9802285788914292,1.0179220550635313,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=1.00|m=1072|N=800","high success, N=800",delta_method,0.8,0.875,0.875,0.875,0.875,1072,800,400,400,1.0,1.0002508466072995,nan,nan,5000,4737,0.9474,0.9408617705245412,0.9532512897750218,0.0031569998416217885,0.0003448482863671609,0.0003667994372287022,-0.0003740654001506557,0.0010637619728849775,0.025936335791123664,0.02593663693998247,0.10100820851866629,8.670061757750082e-05,nan,0.025815282910807872,0.025815282910807872,0.9953211347540774,0.9762388112545209,1.0161321031762545,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=1.50|m=715|N=800","high success, N=800",textbook_validation_only,0.8,0.875,0.875,0.875,0.875,715,800,400,400,1.5,1.4996767937944406,nan,nan,5000,3920,0.784,0.7723778832885122,0.7951860620066955,0.005819690713431427,0.00022153977358374544,0.00040783440865369865,-0.0005778009790336945,0.0010208805262011853,0.02883621465060832,0.02883824759602359,0.07138424564824407,0.00010238563675674933,0.01838558384114524,nan,0.01838558384114524,0.6375416460353981,0.6255631129308479,0.6511110527498107,0.0,0.0,nan,nan
A,"A|high success, N=800|rho_target=1.50|m=715|N=800","high success, N=800",full_fixed_stratum_bootstrap,0.8,0.875,0.875,0.875,0.875,715,800,400,400,1.5,1.4996767937944406,nan,nan,5000,4742,0.9484,0.9419167179483694,0.9541948069473034,0.003128496124338337,0.00022153977358374544,0.00040783440865369865,-0.0005778009790336945,0.0010208805262011853,0.02883621465060832,0.02883824759602359,0.11270117492701735,0.00010104705022903417,0.028912363798831536,nan,0.028912363798831536,1.00257006610964,0.983792805589276,1.0227916919710323,0.0,0.0,nan,nan
